trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
596,False,"{'a': 0.001, 'e': 0.8275875761042946}",25,0,-116.40504583507125,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
597,False,"{'a': 0.001, 'e': 0.8270258257814919}",25,0,-90.46113267108828,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
598,False,"{'a': 0.001, 'e': 0.8264632484329323}",20,0,-98.88915847671942,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
599,False,"{'a': 0.001, 'e': 0.8258998446211931}",20,3,-40.3196560128924,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
600,False,"{'a': 0.001, 'e': 0.8253356149096783}",20,2,-81.87336941560876,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 1}",1
601,False,"{'a': 0.001, 'e': 0.8247705598626173}",20,0,-32.17100776955791,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
602,False,"{'a': 0.001, 'e': 0.8242046800450651}",20,0,-123.89671315710233,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
603,False,"{'a': 0.001, 'e': 0.8236379760229016}",20,5,-93.89959591190464,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 2}",1
604,False,"{'a': 0.001, 'e': 0.8230704483628307}",20,2,-88.42122893476353,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 1}",1
605,False,"{'a': 0.001, 'e': 0.82250209763238}",20,0,-5.648800954543692,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
606,False,"{'a': 0.001, 'e': 0.8219329243999002}",25,0,-121.82773652849643,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
607,False,"{'a': 0.001, 'e': 0.8213629292345646}",25,0,-120.11850143275322,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
608,False,"{'a': 0.001, 'e': 0.8207921127063681}",20,0,-146.1010844032785,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
609,False,"{'a': 0.001, 'e': 0.8202204753861273}",20,0,-93.82983517617049,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
610,False,"{'a': 0.001, 'e': 0.8196480178454795}",25,0,-108.35963018031285,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
611,False,"{'a': 0.001, 'e': 0.8190747406568822}",25,0,-117.12578179866814,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
612,False,"{'a': 0.001, 'e': 0.8185006443936125}",25,0,-129.83450439822,"{0: 16, 1: 1, 2: 4, 3: 3, 4: 1}",0
613,False,"{'a': 0.001, 'e': 0.8179257296297665}",25,0,-131.01043658922754,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
614,False,"{'a': 0.001, 'e': 0.8173499969402591}",30,0,-177.04251602430944,"{0: 16, 1: 2, 2: 8, 3: 3, 4: 1}",0
615,False,"{'a': 0.001, 'e': 0.8167734469008229}",20,0,-47.280536278672756,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
616,False,"{'a': 0.001, 'e': 0.8161960800880078}",20,4,-39.99220145686486,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
617,False,"{'a': 0.001, 'e': 0.8156178970791806}",20,0,-72.67444806563174,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
618,False,"{'a': 0.001, 'e': 0.8150388984525244}",30,18,-14.921003931881806,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
619,False,"{'a': 0.001, 'e': 0.8144590847870377}",30,0,-208.74148958570322,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 4}",0
620,False,"{'a': 0.001, 'e': 0.8138784566625339}",20,0,-81.13254614688984,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
621,False,"{'a': 0.001, 'e': 0.8132970146596414}",20,0,-54.236068189000676,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
622,False,"{'a': 0.001, 'e': 0.812714759359802}",20,13,-3.954270976361557,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.001, 'e': 0.812131691345271}",25,0,-37.85679632446791,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
624,False,"{'a': 0.001, 'e': 0.8115478111991162}",30,0,-162.68581170096226,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
625,False,"{'a': 0.001, 'e': 0.8109631195052179}",20,0,-3.687898166372173,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
626,False,"{'a': 0.001, 'e': 0.8103776168482677}",20,0,-25.472819386442097,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
627,False,"{'a': 0.001, 'e': 0.8097913038137682}",20,0,-52.465839765695165,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
628,False,"{'a': 0.001, 'e': 0.8092041809880323}",25,0,-111.11530502669734,"{0: 16, 1: 5, 2: 1, 3: 1, 4: 2}",0
629,False,"{'a': 0.001, 'e': 0.8086162489581828}",20,0,0.21423131451099708,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
630,False,"{'a': 0.001, 'e': 0.8080275083121519}",20,1,-52.071504870826864,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
631,False,"{'a': 0.001, 'e': 0.8074379596386799}",20,0,-167.9506627158431,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
632,False,"{'a': 0.001, 'e': 0.8068476035273155}",25,8,-53.09168317794711,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 0}",1
633,False,"{'a': 0.001, 'e': 0.806256440568415}",25,2,-57.29105370096198,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 0}",1
634,False,"{'a': 0.001, 'e': 0.805664471353141}",30,0,-125.84783069595255,"{0: 18, 1: 5, 2: 4, 3: 2, 4: 1}",0
635,False,"{'a': 0.001, 'e': 0.8050716964734628}",20,0,-137.8416945569238,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
636,False,"{'a': 0.001, 'e': 0.8044781165221552}",25,0,-82.0906956400288,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
637,False,"{'a': 0.001, 'e': 0.8038837320927981}",25,0,-57.86442530012774,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
638,False,"{'a': 0.001, 'e': 0.8032885437797759}",30,0,-234.6934454694744,"{0: 14, 1: 5, 2: 6, 3: 2, 4: 3}",0
639,False,"{'a': 0.001, 'e': 0.802692552178277}",25,10,2.051470500870642,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.001, 'e': 0.8020957578842927}",20,5,-149.14743258047096,"{0: 6, 1: 4, 2: 2, 3: 0, 4: 3}",1
641,False,"{'a': 0.001, 'e': 0.8014981614946173}",20,0,-146.54682117919214,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
642,False,"{'a': 0.001, 'e': 0.8008997636068472}",30,15,-44.734924268928516,"{0: 8, 1: 3, 2: 4, 3: 0, 4: 0}",1
643,False,"{'a': 0.001, 'e': 0.8003005648193803}",30,5,-112.00251739994259,"{0: 12, 1: 4, 2: 7, 3: 2, 4: 0}",1
644,False,"{'a': 0.001, 'e': 0.7997005657314152}",20,7,-100.18106147172121,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 2}",1
645,False,"{'a': 0.001, 'e': 0.7990997669429512}",30,0,-112.23200352133895,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
646,False,"{'a': 0.001, 'e': 0.7984981690547867}",20,0,-66.80208032050729,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
647,False,"{'a': 0.001, 'e': 0.7978957726685196}",20,0,-94.26543952473278,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
648,False,"{'a': 0.001, 'e': 0.7972925783865464}",20,12,-20.934543086841465,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 0}",1
649,False,"{'a': 0.001, 'e': 0.7966885868120613}",30,15,-23.98353372317771,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
650,False,"{'a': 0.001, 'e': 0.7960837985490558}",25,0,-157.06700492354298,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
651,False,"{'a': 0.001, 'e': 0.795478214202318}",30,0,-138.4344014315224,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
652,False,"{'a': 0.001, 'e': 0.7948718343774324}",20,9,-9.039120890979506,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
653,False,"{'a': 0.001, 'e': 0.7942646596807786}",20,0,-105.2707037262175,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
654,False,"{'a': 0.001, 'e': 0.7936566907195313}",20,11,-5.865619109120294,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.001, 'e': 0.7930479281016595}",20,0,-159.25999110040317,"{0: 8, 1: 2, 2: 8, 3: 0, 4: 2}",0
656,False,"{'a': 0.001, 'e': 0.7924383724359255}",25,3,-51.07037979743448,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
657,False,"{'a': 0.001, 'e': 0.7918280243318853}",30,0,-84.99364268531902,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
658,False,"{'a': 0.001, 'e': 0.7912168843998867}",25,1,-29.711964315008,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 0}",1
659,False,"{'a': 0.001, 'e': 0.7906049532510695}",20,13,4.696677004986396,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.001, 'e': 0.7899922314973651}",20,1,-114.23404007314106,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 3}",1
661,False,"{'a': 0.001, 'e': 0.789378719751495}",20,0,-131.8807962640783,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
662,False,"{'a': 0.001, 'e': 0.7887644186269709}",25,0,-69.42874167205457,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
663,False,"{'a': 0.001, 'e': 0.7881493287380938}",30,7,-91.54989273346196,"{0: 16, 1: 0, 2: 4, 3: 2, 4: 1}",1
664,False,"{'a': 0.001, 'e': 0.7875334506999537}",25,0,-96.98179377858662,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
665,False,"{'a': 0.001, 'e': 0.7869167851284287}",20,10,-27.300700684862015,"{0: 6, 1: 3, 2: 0, 3: 1, 4: 0}",1
666,False,"{'a': 0.001, 'e': 0.786299332640184}",20,13,-5.3468454167157375,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
667,False,"{'a': 0.001, 'e': 0.7856810938526722}",20,0,-84.66602402881678,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
668,False,"{'a': 0.001, 'e': 0.785062069384132}",25,0,-58.34975560367983,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
669,False,"{'a': 0.001, 'e': 0.7844422598535878}",20,0,-120.55800128296212,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
670,False,"{'a': 0.001, 'e': 0.7838216658808492}",20,0,-133.61550118610333,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
671,False,"{'a': 0.001, 'e': 0.7832002880865101}",20,0,1.7390546871972488,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
672,False,"{'a': 0.001, 'e': 0.7825781270919481}",25,0,-107.7875691693802,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
673,False,"{'a': 0.001, 'e': 0.7819551835193241}",20,0,-162.07703792844143,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
674,False,"{'a': 0.001, 'e': 0.781331457991582}",20,0,-48.32789687436571,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
675,False,"{'a': 0.001, 'e': 0.7807069511324468}",20,0,-75.95234791913725,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
676,False,"{'a': 0.001, 'e': 0.7800816635664256}",25,13,-6.049527085114172,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
677,False,"{'a': 0.001, 'e': 0.7794555959188059}",20,0,-77.62075561191689,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
678,False,"{'a': 0.001, 'e': 0.7788287488156552}",25,0,-60.46428026843321,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
679,False,"{'a': 0.001, 'e': 0.7782011228838206}",20,0,-99.98279217702097,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
680,False,"{'a': 0.001, 'e': 0.7775727187509279}",25,0,-111.31085007203495,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
681,False,"{'a': 0.001, 'e': 0.7769435370453813}",20,0,-90.77536450388399,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
682,False,"{'a': 0.001, 'e': 0.7763135783963624}",20,0,-82.71779169568606,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
683,False,"{'a': 0.001, 'e': 0.7756828434338298}",20,0,-80.14958252747215,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
684,False,"{'a': 0.001, 'e': 0.7750513327885183}",20,0,-12.106705133745505,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
685,False,"{'a': 0.001, 'e': 0.7744190470919388}",20,6,-16.375846214059806,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
686,False,"{'a': 0.001, 'e': 0.7737859869763766}",25,3,-61.377028376163594,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 2}",1
687,False,"{'a': 0.001, 'e': 0.7731521530748919}",20,0,-117.0124866147106,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
688,False,"{'a': 0.001, 'e': 0.7725175460213186}",20,0,-115.76761834556565,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
689,False,"{'a': 0.001, 'e': 0.7718821664502636}",20,3,-19.31214226089981,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
690,False,"{'a': 0.001, 'e': 0.7712460149971065}",20,0,-74.95924552920721,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
691,False,"{'a': 0.001, 'e': 0.7706090922979988}",20,0,-111.48727703805082,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
692,False,"{'a': 0.001, 'e': 0.7699713989898629}",20,0,-122.48917865035286,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
693,False,"{'a': 0.001, 'e': 0.7693329357103922}",20,7,-65.89309673061531,"{0: 8, 1: 3, 2: 0, 3: 1, 4: 1}",1
694,False,"{'a': 0.001, 'e': 0.7686937030980499}",20,1,-149.54734629040755,"{0: 8, 1: 4, 2: 4, 3: 1, 4: 2}",1
695,False,"{'a': 0.001, 'e': 0.7680537017920684}",25,8,-49.971989135385165,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 0}",1
696,False,"{'a': 0.001, 'e': 0.7674129324324493}",20,0,-192.30021147930745,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
697,False,"{'a': 0.001, 'e': 0.7667713956599618}",20,0,-187.04900951450955,"{0: 8, 1: 2, 2: 5, 3: 3, 4: 2}",0
698,False,"{'a': 0.001, 'e': 0.7661290921161423}",30,0,-66.60707092116635,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
699,False,"{'a': 0.001, 'e': 0.7654860224432947}",20,14,-38.31972264085405,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
700,False,"{'a': 0.001, 'e': 0.7648421872844884}",20,0,-5.500345687908054,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
701,False,"{'a': 0.001, 'e': 0.7641975872835586}",20,0,-120.97119654608174,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
702,False,"{'a': 0.001, 'e': 0.7635522230851051}",25,0,-84.53599038708757,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
703,False,"{'a': 0.001, 'e': 0.7629060953344922}",25,0,-164.5006564386198,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
704,False,"{'a': 0.001, 'e': 0.7622592046778476}",25,11,-54.922924911335016,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
705,False,"{'a': 0.001, 'e': 0.7616115517620617}",20,4,-84.75881846542123,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 2}",1
706,False,"{'a': 0.001, 'e': 0.7609631372347876}",20,3,-111.51894059057895,"{0: 7, 1: 4, 2: 4, 3: 1, 4: 1}",1
707,False,"{'a': 0.001, 'e': 0.7603139617444397}",20,0,-46.78673746547621,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
708,False,"{'a': 0.001, 'e': 0.7596640259401933}",20,0,-101.42460345376206,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
709,False,"{'a': 0.001, 'e': 0.7590133304719844}",20,0,-94.47040196491083,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
710,False,"{'a': 0.001, 'e': 0.7583618759905082}",25,0,-87.74657195124648,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
711,False,"{'a': 0.001, 'e': 0.7577096631472192}",25,0,-38.077730889915884,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
712,False,"{'a': 0.001, 'e': 0.7570566925943303}",20,0,-91.55858353786451,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
713,False,"{'a': 0.001, 'e': 0.7564029649848117}",20,6,-57.80790885630527,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
714,False,"{'a': 0.001, 'e': 0.7557484809723913}",20,0,-56.19116862484443,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
715,False,"{'a': 0.001, 'e': 0.7550932412115529}",20,0,-52.06107107591812,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
716,False,"{'a': 0.001, 'e': 0.7544372463575362}",20,5,-33.60159544903921,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
717,False,"{'a': 0.001, 'e': 0.753780497066336}",20,0,11.859668483056446,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
718,False,"{'a': 0.001, 'e': 0.7531229939947015}",25,0,-71.83466700776138,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
719,False,"{'a': 0.001, 'e': 0.7524647378001358}",20,0,-89.59427760990752,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
720,False,"{'a': 0.001, 'e': 0.7518057291408949}",25,0,-65.83383461452196,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
721,False,"{'a': 0.001, 'e': 0.7511459686759877}",20,0,-24.649834204363245,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
722,False,"{'a': 0.001, 'e': 0.7504854570651743}",25,0,-47.35465893028358,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
723,False,"{'a': 0.001, 'e': 0.7498241949689665}",25,5,-9.566164810402972,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
724,False,"{'a': 0.001, 'e': 0.7491621830486261}",25,0,-93.19200687754726,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
725,False,"{'a': 0.001, 'e': 0.7484994219661651}",25,15,-23.68323886988476,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
726,False,"{'a': 0.001, 'e': 0.7478359123843445}",20,0,-51.59730185496952,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
727,False,"{'a': 0.001, 'e': 0.7471716549666739}",20,0,-101.58939221284827,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
728,False,"{'a': 0.001, 'e': 0.7465066503774105}",20,3,-46.74328576040187,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
729,False,"{'a': 0.001, 'e': 0.745840899281559}",25,0,-45.44358345488299,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
730,False,"{'a': 0.001, 'e': 0.7451744023448704}",20,13,-33.042191982473355,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
731,False,"{'a': 0.001, 'e': 0.7445071602338416}",25,0,-119.02406139356519,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
732,False,"{'a': 0.001, 'e': 0.7438391736157144}",25,0,-135.03409300279299,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",1
733,False,"{'a': 0.001, 'e': 0.7431704431584757}",20,0,-86.0056773537176,"{0: 13, 1: 1, 2: 2, 3: 4, 4: 0}",0
734,False,"{'a': 0.001, 'e': 0.7425009695308558}",20,4,-65.16834766857407,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
735,False,"{'a': 0.001, 'e': 0.7418307534023282}",20,13,-9.351095311820849,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
736,False,"{'a': 0.001, 'e': 0.7411597954431091}",25,7,-81.95078935584296,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
737,False,"{'a': 0.001, 'e': 0.7404880963241561}",25,0,-185.4441148099879,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",1
738,False,"{'a': 0.001, 'e': 0.7398156567171686}",20,0,-51.26830399053692,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
739,False,"{'a': 0.001, 'e': 0.7391424772945862}",20,6,-32.849242209232195,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
740,False,"{'a': 0.001, 'e': 0.7384685587295879}",20,5,-28.840368149489997,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
741,False,"{'a': 0.001, 'e': 0.7377939016960925}",25,0,-49.782132058100245,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
742,False,"{'a': 0.001, 'e': 0.7371185068687569}",20,0,-125.07735180734785,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
743,False,"{'a': 0.001, 'e': 0.7364423749229757}",20,6,7.380950247986812,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
744,False,"{'a': 0.001, 'e': 0.7357655065348812}",30,1,-95.15037349239665,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 2}",1
745,False,"{'a': 0.001, 'e': 0.7350879023813413}",30,18,6.374329537569142,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
746,False,"{'a': 0.001, 'e': 0.7344095631399603}",25,2,-74.4591362068825,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 1}",1
747,False,"{'a': 0.001, 'e': 0.7337304894890774}",25,0,-118.16414961216665,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
748,False,"{'a': 0.001, 'e': 0.7330506821077661}",25,3,-39.292897001503775,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 0}",1
749,False,"{'a': 0.001, 'e': 0.7323701416758338}",25,0,-22.261412569076313,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
750,False,"{'a': 0.001, 'e': 0.7316888688738209}",20,11,-16.2682921184968,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
751,False,"{'a': 0.001, 'e': 0.7310068643830001}",20,7,-14.711113498598166,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
752,False,"{'a': 0.001, 'e': 0.7303241288853758}",20,0,-29.862909398294175,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
753,False,"{'a': 0.001, 'e': 0.7296406630636835}",30,10,-110.1653141948169,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",1
754,False,"{'a': 0.001, 'e': 0.7289564676013889}",20,0,-61.829796973423015,"{0: 14, 1: 2, 2: 1, 3: 3, 4: 0}",0
755,False,"{'a': 0.001, 'e': 0.7282715431826874}",20,0,-71.29662696851837,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
756,False,"{'a': 0.001, 'e': 0.7275858904925034}",20,0,-103.99123019872573,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
757,False,"{'a': 0.001, 'e': 0.7268995102164897}",20,0,-129.79888565858747,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
758,False,"{'a': 0.001, 'e': 0.7262124030410263}",25,17,-41.40819701768219,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 1}",1
759,False,"{'a': 0.001, 'e': 0.7255245696532203}",20,0,-85.85660438023564,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
760,False,"{'a': 0.001, 'e': 0.7248360107409052}",20,0,-30.652382918079336,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
761,False,"{'a': 0.001, 'e': 0.7241467269926397}",25,0,-82.73067753301201,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
762,False,"{'a': 0.001, 'e': 0.7234567190977075}",25,6,-143.82710150105487,"{0: 9, 1: 4, 2: 2, 3: 2, 4: 2}",1
763,False,"{'a': 0.001, 'e': 0.7227659877461166}",25,0,-119.80529947329859,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
764,False,"{'a': 0.001, 'e': 0.7220745336285982}",25,9,-18.114910736982416,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
765,False,"{'a': 0.001, 'e': 0.7213823574366063}",20,0,-47.13561223250275,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
766,False,"{'a': 0.001, 'e': 0.720689459862317}",25,0,-99.89819182956184,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
767,False,"{'a': 0.001, 'e': 0.719995841598628}",30,0,-154.3178960092435,"{0: 22, 1: 2, 2: 1, 3: 2, 4: 3}",0
768,False,"{'a': 0.001, 'e': 0.7193015033391573}",30,0,-118.12557235970048,"{0: 19, 1: 6, 2: 3, 3: 0, 4: 2}",0
769,False,"{'a': 0.001, 'e': 0.7186064457782433}",20,7,-53.48018910995195,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
770,False,"{'a': 0.001, 'e': 0.7179106696109434}",20,5,-83.80712426260827,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
771,False,"{'a': 0.001, 'e': 0.7172141755330337}",30,0,-63.83165412698901,"{0: 20, 1: 2, 2: 8, 3: 0, 4: 0}",0
772,False,"{'a': 0.001, 'e': 0.7165169642410081}",20,0,2.3128102420914494,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
773,False,"{'a': 0.001, 'e': 0.7158190364320781}",20,12,15.278143106672932,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.001, 'e': 0.7151203928041714}",30,0,-121.30379259296984,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
775,False,"{'a': 0.001, 'e': 0.7144210340559313}",20,0,-86.29800097717686,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
776,False,"{'a': 0.001, 'e': 0.7137209608867168}",30,10,-0.1741180032796592,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
777,False,"{'a': 0.001, 'e': 0.7130201739966009}",20,0,-46.258744377506076,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
778,False,"{'a': 0.001, 'e': 0.7123186740863704}",20,0,-136.77028535608406,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
779,False,"{'a': 0.001, 'e': 0.7116164618575251}",20,1,-109.01781653565061,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 1}",1
